,aspect_term,polarity,review_text
2123,['atmosphere'],2,"['of', 'course', 'this', 'aspect', 'term', 'is', 'lacking', 'but', 'what', 'do', 'you', 'expect', 'from', 'a', '24', 'hour', 'bagel', 'place', 'anyways']"
2124,['bagel'],1,"['of', 'course', 'this', 'atmosphere', 'is', 'lacking', 'but', 'what', 'do', 'you', 'expect', 'from', 'a', '24', 'hour', 'aspect', 'term', 'place', 'anyways']"
2125,['service'],0,"['aspect', 'term', 'was', 'very', 'good', 'and', 'warm']"
2126,"['chicken', 'tikka', 'masala']",1,"['for', 'dinner', 'i', 'had', 'the', 'aspect', 'term', 'and', 'some', 'garlic', 'naan']"
2127,"['garlic', 'naan']",1,"['for', 'dinner', 'i', 'had', 'the', 'chicken', 'tikka', 'masala', 'and', 'some', 'aspect', 'term']"
2128,['dinner'],1,"['for', 'aspect', 'term', 'i', 'had', 'the', 'chicken', 'tikka', 'masala', 'and', 'some', 'garlic', 'naan']"
2129,['dinner'],0,"['cornelia', 'street', 'looks', 'like', 'a', 'broadway', 'set', 'for', 'west', 'side', 'story', 'and', 'the', 'inside', 'of', 'po', 'is', 'so', 'cool', 'quaint', 'you', 'really', ""can't"", 'top', 'the', 'setting', 'for', 'a', 'romantic', 'aspect', 'term', 'in', 'nyc']"
2130,['setting'],0,"['cornelia', 'street', 'looks', 'like', 'a', 'broadway', 'set', 'for', 'west', 'side', 'story', 'and', 'the', 'inside', 'of', 'po', 'is', 'so', 'cool', 'quaint', 'you', 'really', ""can't"", 'top', 'the', 'aspect', 'term', 'for', 'a', 'romantic', 'dinner', 'in', 'nyc']"
2131,['food'],0,"['aspect', 'term', 'was', 'good', 'and', 'the', 'view', 'of', 'the', 'new', 'york', 'city', 'skiline', 'was', 'terrific', 'even', 'on', 'a', 'foggy', 'rainy', 'day', 'like', 'that', 'of', 'when', 'i', 'went']"
2132,['view'],0,"['food', 'was', 'good', 'and', 'the', 'aspect', 'term', 'of', 'the', 'new', 'york', 'city', 'skiline', 'was', 'terrific', 'even', 'on', 'a', 'foggy', 'rainy', 'day', 'like', 'that', 'of', 'when', 'i', 'went']"
2133,['food'],2,"['the', 'aspect', 'term', 'is', 'nothing', 'like', 'its', 'menu', 'description']"
2134,"['menu', 'description']",2,"['the', 'food', 'is', 'nothing', 'like', 'its', 'aspect', 'term']"
2135,"['pad', 'se', 'ew']",0,"['try', 'the', 'aspect', 'term', 'or', 'chicken', 'with', 'cashew', 'nuts', 'for', 'a', 'memorable', 'and', 'repeatable', 'experience']"
2136,"['chicken', 'with', 'cashew', 'nuts']",0,"['try', 'the', 'pad', 'se', 'ew', 'or', 'aspect', 'term', 'for', 'a', 'memorable', 'and', 'repeatable', 'experience']"
2137,['pizza'],1,"[""it's"", 'just', 'o', 'k', 'aspect', 'term']"
2138,['food'],1,"['the', 'aspect', 'term', 'is', 'decent', 'at', 'best', 'and', 'the', 'ambience', 'well', ""it's"", 'a', 'matter', 'of', 'opinion', 'some', 'may', 'consider', 'it', 'to', 'be', 'a', 'sweet', 'thing', 'i', 'thought', 'it', 'was', 'just', 'annoying']"
2139,['service'],2,"['the', 'aspect', 'term', 'was', 'a', 'bit', 'slow', 'but', 'they', 'were', 'very', 'friendly']"
2140,['specials'],0,"['leon', 'is', 'an', 'east', 'village', 'gem', 'casual', 'but', 'hip', 'with', 'well', 'prepared', 'basic', 'french', 'bistro', 'fare', 'good', 'aspect', 'term', 'a', 'warm', 'and', 'lively', 'atmosphere']"
2141,['atmosphere'],0,"['leon', 'is', 'an', 'east', 'village', 'gem', 'casual', 'but', 'hip', 'with', 'well', 'prepared', 'basic', 'french', 'bistro', 'fare', 'good', 'specials', 'a', 'warm', 'and', 'lively', 'aspect', 'term']"
2142,"['french', 'bistro', 'fare']",0,"['leon', 'is', 'an', 'east', 'village', 'gem', 'casual', 'but', 'hip', 'with', 'well', 'prepared', 'basic', 'aspect', 'term', 'good', 'specials', 'a', 'warm', 'and', 'lively', 'atmosphere']"
2143,['food'],0,"['the', 'aspect', 'term', 'is', 'above', 'average', 'for', 'midtown', 'and', 'sligtly', 'better', 'than', 'some', 'of', 'the', 'other', 'heartland', 'breweries', 'in', 'the', 'city']"
2144,"['shabu', 'shabu']",0,"['thius', 'is', 'a', 'must', 'for', 'anyone', 'who', 'loves', 'aspect', 'term']"
2145,['food'],2,"['the', 'aspect', 'term', 'was', 'absolutely', 'horrible']"
2146,"['dinner', 'special']",1,"['similar', 'to', 'other', 'indian', 'restaurants', 'they', 'use', 'the', 'aspect', 'term', 'to', 'attract', 'customers', 'at', 'the', 'door']"
2147,['food'],0,"['the', 'people', 'with', 'carts', 'of', 'food', ""don't"", 'understand', 'you', 'because', 'they', ""don't"", 'speak', 'english', 'their', 'job', 'is', 'to', 'give', 'you', 'the', 'delicious', 'aspect', 'term', 'you', 'point', 'at']"
2148,"['people', 'with', 'carts', 'of', 'food']",2,"['the', 'aspect', 'term', ""don't"", 'understand', 'you', 'because', 'they', ""don't"", 'speak', 'english', 'their', 'job', 'is', 'to', 'give', 'you', 'the', 'delicious', 'food', 'you', 'point', 'at']"
2149,"['crackling', 'calamari', 'salad']",0,"['the', 'aspect', 'term', 'which', 'is', 'usually', 'a', 'cheap', 'disaster', 'at', 'many', 'restaurants', 'is', 'crispy', 'and', 'lightly', 'dressed']"
2150,"['sushi', 'place']",2,"['not', 'the', 'greatest', 'aspect', 'term', 'but', 'excellent', 'for', 'a', '19', '95', 'all', 'you', 'can', 'eat']"
2151,"['group', 'dinner']",1,"['shockingly', 'easy', 'to', 'throw', 'a', 'aspect', 'term', 'here', 'simple', 'contract', 'deposit', 'only', 'to', 'hold', 'the', 'date', 'the', 'entire', '2nd', 'fl', 'mezz', 'for', 'our', 'grp', 'of', '20']"
2152,"['thai', 'ice', 'tea']",0,"['the', 'aspect', 'term', 'was', 'amazingly', 'smooth', 'and', 'yummy']"
2153,['staff'],0,"[""we've"", 'never', 'had', 'any', 'problems', 'with', 'the', 'aspect', 'term', 'but', 'maybe', ""we've"", 'been', 'lucky']"
2154,['drinks'],2,"['aspect', 'term', 'way', 'over', 'priced']"
2155,['priced'],2,"['drinks', 'way', 'over', 'aspect', 'term']"
2156,"['noise', 'level']",2,"['the', 'main', 'downside', 'to', 'the', 'place', 'is', 'the', 'nazi', 'like', 'guy', 'running', 'it', 'who', 'constantly', 'complains', 'about', 'the', 'aspect', 'term']"
2157,['guy'],2,"['the', 'main', 'downside', 'to', 'the', 'place', 'is', 'the', 'nazi', 'like', 'aspect', 'term', 'running', 'it', 'who', 'constantly', 'complains', 'about', 'the', 'noise', 'level']"
2158,['food'],2,"['what', 'i', ""didn't"", 'like', 'was', 'how', 'the', 'aspect', 'term', 'came', 'right', 'after', 'it', 'was', 'ordered']"
2159,['prices'],1,"['moderate', 'aspect', 'term']"
2160,['meals'],0,"['i', 'think', ""i've"", 'had', 'some', 'the', 'best', 'aspect', 'term', 'of', 'my', 'life', 'at', 'minnow']"
2161,['food'],0,"['most', 'importantly', 'aspect', 'term', 'is', 'excellent']"
2162,['roofdeck'],0,"['great', 'aspect', 'term', 'nice', 'group', 'of', '30', 'somethings', 'but', 'no', 'music', 'kind', 'of', 'quiet']"
2163,['music'],2,"['great', 'roofdeck', 'nice', 'group', 'of', '30', 'somethings', 'but', 'no', 'aspect', 'term', 'kind', 'of', 'quiet']"
2164,['manager'],0,"['the', 'best', 'part', 'of', 'the', 'experience', 'was', 'knowing', 'that', 'the', 'aspect', 'term', 'a', 'bubbly', 'friendly', 'young', 'woman', 'with', 'a', 'great', 'smile', 'truly', 'cared', 'about', 'how', 'we', 'were', 'doing']"
2165,['service'],1,"['however', 'aspect', 'term', 'was', 'as', 'plain', 'as', 'sesame', 'crusted', 'salmon', 'i', 'had']"
2166,"['sesame', 'crusted', 'salmon']",1,"['however', 'service', 'was', 'as', 'plain', 'as', 'aspect', 'term', 'i', 'had']"
2167,['lunch'],0,"[""it's"", 'great', 'to', 'go', 'for', 'a', 'quick', 'aspect', 'term', 'either', 'alone', 'or', 'with', 'a', 'friend']"
2168,['food'],1,"['the', 'aspect', 'term', 'was', 'mediocre', 'at', 'best', 'but', 'it', 'was', 'the', 'horrible', 'service', 'that', 'made', 'me', 'vow', 'never', 'to', 'go', 'back']"
2169,['service'],2,"['the', 'food', 'was', 'mediocre', 'at', 'best', 'but', 'it', 'was', 'the', 'horrible', 'aspect', 'term', 'that', 'made', 'me', 'vow', 'never', 'to', 'go', 'back']"
2170,['crowd'],2,"['so', 'some', 'of', 'the', 'reviews', 'here', 'are', 'accurate', 'about', 'the', 'aspect', 'term', 'and', 'noise']"
2171,['noise'],2,"['so', 'some', 'of', 'the', 'reviews', 'here', 'are', 'accurate', 'about', 'the', 'crowd', 'and', 'aspect', 'term']"
2172,['eats'],0,"['you', 'get', 'what', 'you', 'pay', 'for', 'and', 'with', 'that', 'logic', 'in', 'mind', 'spice', 'is', 'a', 'great', 'place', 'to', 'grab', 'some', 'cheap', 'aspect', 'term', 'and', 'drinks', 'in', 'a', 'beautiful', 'setting']"
2173,['drinks'],0,"['you', 'get', 'what', 'you', 'pay', 'for', 'and', 'with', 'that', 'logic', 'in', 'mind', 'spice', 'is', 'a', 'great', 'place', 'to', 'grab', 'some', 'cheap', 'eats', 'and', 'aspect', 'term', 'in', 'a', 'beautiful', 'setting']"
2174,['setting'],0,"['you', 'get', 'what', 'you', 'pay', 'for', 'and', 'with', 'that', 'logic', 'in', 'mind', 'spice', 'is', 'a', 'great', 'place', 'to', 'grab', 'some', 'cheap', 'eats', 'and', 'drinks', 'in', 'a', 'beautiful', 'aspect', 'term']"
2175,['service'],2,"['the', 'aspect', 'term', 'was', 'terrible', 'we', 'had', 'to', 'wait', 'for', 'everything', 'and', 'ask', 'several', 'of', 'different', 'people', 'for', 'the', 'same', 'thing', 'before', 'we', 'were', 'allowed', 'to', 'be', 'served']"
2176,['served'],2,"['the', 'service', 'was', 'terrible', 'we', 'had', 'to', 'wait', 'for', 'everything', 'and', 'ask', 'several', 'of', 'different', 'people', 'for', 'the', 'same', 'thing', 'before', 'we', 'were', 'allowed', 'to', 'be', 'aspect', 'term']"
2177,['atmosphere'],0,"['other', 'than', 'being', 'a', 'little', 'crowded', 'and', 'a', 'bit', 'overpriced', 'the', 'aspect', 'term', 'is', 'filled', 'with', 'energy', 'and', 'the', 'beautiful', 'people', 'of', 'course', 'and', 'the', 'food', 'was', 'surprising', 'good']"
2178,['people'],0,"['other', 'than', 'being', 'a', 'little', 'crowded', 'and', 'a', 'bit', 'overpriced', 'the', 'atmosphere', 'is', 'filled', 'with', 'energy', 'and', 'the', 'beautiful', 'aspect', 'term', 'of', 'course', 'and', 'the', 'food', 'was', 'surprising', 'good']"
2179,['food'],0,"['other', 'than', 'being', 'a', 'little', 'crowded', 'and', 'a', 'bit', 'overpriced', 'the', 'atmosphere', 'is', 'filled', 'with', 'energy', 'and', 'the', 'beautiful', 'people', 'of', 'course', 'and', 'the', 'aspect', 'term', 'was', 'surprising', 'good']"
2180,['desserts'],1,"['we', 'only', 'ordered', 'aspect', 'term', 'and', 'drinks', 'but', 'no', 'refills', 'were', 'offered']"
2181,['drinks'],1,"['we', 'only', 'ordered', 'desserts', 'and', 'aspect', 'term', 'but', 'no', 'refills', 'were', 'offered']"
2182,['dinner'],1,"['i', 'have', 'been', 'here', 'a', 'few', 'times', 'for', 'aspect', 'term', 'once', 'for', 'brunch', 'and', 'twice', 'for', 'lunch']"
2183,['brunch'],1,"['i', 'have', 'been', 'here', 'a', 'few', 'times', 'for', 'dinner', 'once', 'for', 'aspect', 'term', 'and', 'twice', 'for', 'lunch']"
2184,['lunch'],1,"['i', 'have', 'been', 'here', 'a', 'few', 'times', 'for', 'dinner', 'once', 'for', 'brunch', 'and', 'twice', 'for', 'aspect', 'term']"
2185,['menu'],1,"['the', 'real', 'kicker', 'of', 'the', 'aspect', 'term', 'however', 'is', 'the', 'beef', 'cubes', 'or', 'the', 'chicken', 'with', 'chili', 'and', 'lemon', 'grass']"
2186,"['beef', 'cubes']",0,"['the', 'real', 'kicker', 'of', 'the', 'menu', 'however', 'is', 'the', 'aspect', 'term', 'or', 'the', 'chicken', 'with', 'chili', 'and', 'lemon', 'grass']"
2187,"['chicken', 'with', 'chili', 'and', 'lemon', 'grass']",0,"['the', 'real', 'kicker', 'of', 'the', 'menu', 'however', 'is', 'the', 'beef', 'cubes', 'or', 'the', 'aspect', 'term']"
2188,['music'],0,"['the', 'aspect', 'term', 'is', 'the', 'best', 'among', 'all', 'the', 'indian', 'restaurants', 'i', 'have', 'visited']"
2189,['bread'],0,"['the', 'aspect', 'term', 'and', 'lamb', 'chops', 'i', 'had', 'before', 'the', 'meal', 'were', 'quite', 'good', 'however']"
2190,"['lamb', 'chops']",0,"['the', 'bread', 'and', 'aspect', 'term', 'i', 'had', 'before', 'the', 'meal', 'were', 'quite', 'good', 'however']"
2191,['meal'],1,"['the', 'bread', 'and', 'lamb', 'chops', 'i', 'had', 'before', 'the', 'aspect', 'term', 'were', 'quite', 'good', 'however']"
2192,['service'],0,"[""rao's"", 'has', 'the', 'best', 'aspect', 'term', 'and', 'atmosphere', 'in', 'nyc']"
2193,['atmosphere'],0,"[""rao's"", 'has', 'the', 'best', 'service', 'and', 'aspect', 'term', 'in', 'nyc']"
2194,['beer'],0,"['instead', 'ordered', 'an', 'ice', 'cold', 'aspect', 'term', 'which', 'to', 'me', 'works', 'with', 'indian']"
2195,['noodles'],2,"['they', 'never', 'brought', 'us', 'complimentary', 'aspect', 'term', 'ignored', 'repeated', 'requests', 'for', 'sugar', 'and', 'threw', 'our', 'dishes', 'on', 'the', 'table']"
2196,['sugar'],2,"['they', 'never', 'brought', 'us', 'complimentary', 'noodles', 'ignored', 'repeated', 'requests', 'for', 'aspect', 'term', 'and', 'threw', 'our', 'dishes', 'on', 'the', 'table']"
2197,['dishes'],2,"['they', 'never', 'brought', 'us', 'complimentary', 'noodles', 'ignored', 'repeated', 'requests', 'for', 'sugar', 'and', 'threw', 'our', 'aspect', 'term', 'on', 'the', 'table']"
2198,"['chicken', 'tikka', 'masala']",0,"['one', 'of', 'the', 'best', 'aspect', 'term']"
2199,['dumplings'],0,"['excellent', 'aspect', 'term', 'served', 'amid', 'clean', 'chic', 'decor']"
2200,['decor'],0,"['excellent', 'dumplings', 'served', 'amid', 'clean', 'chic', 'aspect', 'term']"
2201,['kitchen'],2,"['the', 'aspect', 'term', 'however', 'is', 'almost', 'always', 'slow']"
2202,"['corned', 'beef']",0,"['the', 'aspect', 'term', 'and', 'pastrami', 'are', 'excellent', 'much', 'less', 'fatty', 'than', 'those', 'big', 'tourist', 'places', 'around', 'times', 'square']"
2203,['pastrami'],0,"['the', 'corned', 'beef', 'and', 'aspect', 'term', 'are', 'excellent', 'much', 'less', 'fatty', 'than', 'those', 'big', 'tourist', 'places', 'around', 'times', 'square']"
2204,"['wait', 'staff']",0,"['cute', 'place', 'nice', 'aspect', 'term', 'but', 'would', 'never', 'go', 'there', 'again']"
2205,['place'],0,"['cute', 'aspect', 'term', 'nice', 'wait', 'staff', 'but', 'would', 'never', 'go', 'there', 'again']"
2206,['hostess'],0,"['also', 'the', 'aspect', 'term', 'called', 'me', 'today', 'to', 'thank', 'us', 'for', 'coming', 'and', 'mentioned', 'how', 'she', 'hoped', 'that', 'my', 'girlfriend', 'enjoyed', 'her', 'birthday', 'unexpected', 'but', 'a', 'truly', 'above', 'and', 'beyond', 'thing', 'to', 'do']"
2207,['people'],2,"['aspect', 'term', 'are', 'rude', 'bit', 'again', ""it's"", 'new', 'york']"
2208,"['plain', 'slice']",0,"['the', 'aspect', 'term', 'is', 'great', 'and', 'if', 'you', 'get', 'toppings', 'the', 'whole', 'slice', 'is', 'topped', 'with', 'them', 'not', 'sparsely', 'sprinkled', 'on', 'like', 'some', 'places']"
2209,['toppings'],0,"['the', 'plain', 'slice', 'is', 'great', 'and', 'if', 'you', 'get', 'aspect', 'term', 'the', 'whole', 'slice', 'is', 'topped', 'with', 'them', 'not', 'sparsely', 'sprinkled', 'on', 'like', 'some', 'places']"
2210,['service'],2,"['aspect', 'term', 'was', 'also', 'horrible', 'and', 'the', 'ambience', 'is', 'not', 'that', 'great']"
2211,['ambience'],2,"['service', 'was', 'also', 'horrible', 'and', 'the', 'aspect', 'term', 'is', 'not', 'that', 'great']"
2212,['service'],0,"['aspect', 'term', 'is', 'great', 'takeout', 'is', 'good', 'too']"
2213,['takeout'],0,"['service', 'is', 'great', 'aspect', 'term', 'is', 'good', 'too']"
2214,['pizza'],2,"['the', 'aspect', 'term', 'is', 'overpriced', 'and', 'soggy']"
2215,['menu'],0,"['everything', 'is', 'excellent', 'the', 'aspect', 'term', 'is', 'quite', 'extensive', 'and', 'you', 'eat', 'with', 'a', 'view', 'on', 'both', 'sides', 'of', 'the', 'city']"
2216,['view'],0,"['everything', 'is', 'excellent', 'the', 'menu', 'is', 'quite', 'extensive', 'and', 'you', 'eat', 'with', 'a', 'aspect', 'term', 'on', 'both', 'sides', 'of', 'the', 'city']"
2217,"['quality', 'of', 'food']",2,"['for', 'the', 'aspect', 'term', 'a', 'little', 'too', 'expensive']"
2218,"['fish', 'tanks']",2,"[""here's"", 'to', 'the', 'fake', 'aspect', 'term', 'too']"
2219,['service'],0,"[""i've"", 'never', 'had', 'bad', 'aspect', 'term', 'and', 'the', 'fish', 'is', 'fresh', 'and', 'delicious']"
2220,['fish'],0,"[""i've"", 'never', 'had', 'bad', 'service', 'and', 'the', 'aspect', 'term', 'is', 'fresh', 'and', 'delicious']"
2221,"['live', 'jazz', 'band']",0,"['the', 'first', 'time', 'i', 'went', 'and', 'was', 'completely', 'taken', 'by', 'the', 'aspect', 'term', 'and', 'atmosphere', 'i', 'ordered', 'the', 'lobster', 'cobb', 'salad']"
2222,['atmosphere'],0,"['the', 'first', 'time', 'i', 'went', 'and', 'was', 'completely', 'taken', 'by', 'the', 'live', 'jazz', 'band', 'and', 'aspect', 'term', 'i', 'ordered', 'the', 'lobster', 'cobb', 'salad']"
2223,"['lobster', 'cobb', 'salad']",1,"['the', 'first', 'time', 'i', 'went', 'and', 'was', 'completely', 'taken', 'by', 'the', 'live', 'jazz', 'band', 'and', 'atmosphere', 'i', 'ordered', 'the', 'aspect', 'term']"
2224,"['tea', 'room']",0,"['we', 'decided', 'to', 'eat', 'in', 'aspect', 'term', 'which', 'was', 'small', 'and', 'cute']"
2225,['meal'],0,"['what', 'an', 'amazing', 'aspect', 'term', 'and', 'experience']"
2226,['apppetizers'],0,"['unique', 'aspect', 'term']"
2227,['staff'],0,"['the', 'aspect', 'term', 'has', 'always', 'been', 'attentive', 'and', 'kind', 'and', ""i've"", 'always', 'been', 'amazed', 'at', 'how', ""they've"", 'handled', 'all', 'the', 'various', 'different', 'group', 'sizes', 'that', 'come', 'in']"
2228,['dinner'],0,"['it', 'is', 'the', 'best', 'deal', 'in', 'town', 'for', 'a', 'monday', 'night', 'aspect', 'term', 'at', 'a', 'fine', 'restaurant']"
2229,['sandwiches'],2,"['also', 'the', 'aspect', 'term', 'nearing', '7', ""didn't"", 'come', 'with', 'anything', 'like', 'chips', 'or', 'a', 'side']"
2230,['chips'],1,"['also', 'the', 'sandwiches', 'nearing', '7', ""didn't"", 'come', 'with', 'anything', 'like', 'aspect', 'term', 'or', 'a', 'side']"
2231,['side'],1,"['also', 'the', 'sandwiches', 'nearing', '7', ""didn't"", 'come', 'with', 'anything', 'like', 'chips', 'or', 'a', 'aspect', 'term']"
2232,['wait'],2,"['the', 'aspect', 'term', 'here', 'is', 'long', 'for', 'dim', 'sum', 'but', 'if', 'you', ""don't"", 'like', 'sharing', 'tables', 'or', 'if', 'the', 'typical', 'raucous', 'dim', 'sum', 'atmosphere', 'is', 'not', 'your', 'gig', 'this', 'is', 'a', 'sleek', 'for', 'chinatown', 'alternative']"
2233,"['dim', 'sum']",1,"['the', 'wait', 'here', 'is', 'long', 'for', 'aspect', 'term', 'but', 'if', 'you', ""don't"", 'like', 'sharing', 'tables', 'or', 'if', 'the', 'typical', 'raucous', 'dim', 'sum', 'atmosphere', 'is', 'not', 'your', 'gig', 'this', 'is', 'a', 'sleek', 'for', 'chinatown', 'alternative']"
2234,"['dim', 'sum', 'atmosphere']",1,"['the', 'wait', 'here', 'is', 'long', 'for', 'dim', 'sum', 'but', 'if', 'you', ""don't"", 'like', 'sharing', 'tables', 'or', 'if', 'the', 'typical', 'raucous', 'aspect', 'term', 'is', 'not', 'your', 'gig', 'this', 'is', 'a', 'sleek', 'for', 'chinatown', 'alternative']"
2235,['tables'],0,"['the', 'wait', 'here', 'is', 'long', 'for', 'dim', 'sum', 'but', 'if', 'you', ""don't"", 'like', 'sharing', 'aspect', 'term', 'or', 'if', 'the', 'typical', 'raucous', 'dim', 'sum', 'atmosphere', 'is', 'not', 'your', 'gig', 'this', 'is', 'a', 'sleek', 'for', 'chinatown', 'alternative']"
2236,['money'],2,"['this', 'place', 'has', 'good', 'potential', 'but', 'needs', 'a', 'significant', 'amount', 'of', 'work', 'before', 'we', 'can', 'justify', 'spending', 'that', 'much', 'aspect', 'term', 'on', 'indian', 'food', 'you', 'can', 'get', 'everywhere', 'else']"
2237,"['indian', 'food']",1,"['this', 'place', 'has', 'good', 'potential', 'but', 'needs', 'a', 'significant', 'amount', 'of', 'work', 'before', 'we', 'can', 'justify', 'spending', 'that', 'much', 'money', 'on', 'aspect', 'term', 'you', 'can', 'get', 'everywhere', 'else']"
2238,['service'],0,"['everything', 'is', 'always', 'cooked', 'to', 'perfection', 'the', 'aspect', 'term', 'is', 'excellent', 'the', 'decor', 'cool', 'and', 'understated']"
2239,['decor'],0,"['everything', 'is', 'always', 'cooked', 'to', 'perfection', 'the', 'service', 'is', 'excellent', 'the', 'aspect', 'term', 'cool', 'and', 'understated']"
2240,"['thai', 'food']",0,"['the', 'aspect', 'term', 'is', 'good']"
2241,"['selection', 'of', 'wine']",0,"['great', 'aspect', 'term', 'and', 'seafood']"
2242,['seafood'],0,"['great', 'selection', 'of', 'wine', 'and', 'aspect', 'term']"
2243,['prices'],0,"['acceptable', 'aspect', 'term']"
2244,"['sushi', 'bar']",1,"['we', 'were', 'seated', 'at', 'the', 'aspect', 'term', 'in', 'front', 'of', 'yasuda']"
2245,['taste'],0,"['as', 'i', 'made', 'the', 'title', ""it's"", 'an', 'affordable', 'restaurant', 'for', 'great', 'aspect', 'term']"
2246,['price'],2,"['definitely', 'not', 'worth', 'the', 'aspect', 'term']"
2247,"['french', 'food']",0,"['orsay', 'is', 'a', 'very', 'pleasnt', 'throw', 'back', 'to', 'traditional', 'aspect', 'term', 'and', 'french', 'service', 'as', 'well']"
2248,['service'],0,"['orsay', 'is', 'a', 'very', 'pleasnt', 'throw', 'back', 'to', 'traditional', 'french', 'food', 'and', 'french', 'aspect', 'term', 'as', 'well']"
2249,['table'],0,"[""it's"", 'easy', 'to', 'get', 'a', 'aspect', 'term', 'for', 'a', 'large', 'group', 'and', 'you', ""don't"", 'get', 'hustled', 'out']"
2250,['food'],0,"['great', 'aspect', 'term', 'at', 'reasonable', 'prices']"
2251,['prices'],0,"['great', 'food', 'at', 'reasonable', 'aspect', 'term']"
2252,['salads'],0,"['aspect', 'term', 'are', 'a', 'delicious', 'way', 'to', 'begin', 'the', 'meal']"
2253,['meal'],0,"['salads', 'are', 'a', 'delicious', 'way', 'to', 'begin', 'the', 'aspect', 'term']"
2254,"['tamarind', 'duck']",0,"['i', 'ordered', 'aspect', 'term', 'and', 'my', 'wife', 'ordered', 'noodles', 'with', 'ground', 'beef', 'and', 'we', 'were', 'both', 'delighted', 'by', 'the', 'way', 'the', 'dishes', 'evoked', 'thai', 'flavors', 'in', 'unexpected', 'ways']"
2255,"['noodles', 'with', 'ground', 'beef']",0,"['i', 'ordered', 'tamarind', 'duck', 'and', 'my', 'wife', 'ordered', 'aspect', 'term', 'and', 'we', 'were', 'both', 'delighted', 'by', 'the', 'way', 'the', 'dishes', 'evoked', 'thai', 'flavors', 'in', 'unexpected', 'ways']"
2256,['dishes'],0,"['i', 'ordered', 'tamarind', 'duck', 'and', 'my', 'wife', 'ordered', 'noodles', 'with', 'ground', 'beef', 'and', 'we', 'were', 'both', 'delighted', 'by', 'the', 'way', 'the', 'aspect', 'term', 'evoked', 'thai', 'flavors', 'in', 'unexpected', 'ways']"
2257,"['thai', 'flavors']",0,"['i', 'ordered', 'tamarind', 'duck', 'and', 'my', 'wife', 'ordered', 'noodles', 'with', 'ground', 'beef', 'and', 'we', 'were', 'both', 'delighted', 'by', 'the', 'way', 'the', 'dishes', 'evoked', 'aspect', 'term', 'in', 'unexpected', 'ways']"
2258,['view'],0,"['if', ""you've"", 'ever', 'been', 'along', 'the', 'river', 'in', 'weehawken', 'you', 'have', 'an', 'idea', 'of', 'the', 'top', 'of', 'aspect', 'term', 'the', 'chart', 'house', 'has', 'to', 'offer']"
2259,['prices'],0,"['the', 'aspect', 'term', 'are', 'about', '9', 'for', 'an', 'entree', 'for', 'dinner', 'and', 'even', 'less', 'for', 'lunch']"
2260,['entree'],0,"['the', 'prices', 'are', 'about', '9', 'for', 'an', 'aspect', 'term', 'for', 'dinner', 'and', 'even', 'less', 'for', 'lunch']"
2261,['dinner'],1,"['the', 'prices', 'are', 'about', '9', 'for', 'an', 'entree', 'for', 'aspect', 'term', 'and', 'even', 'less', 'for', 'lunch']"
2262,['lunch'],0,"['the', 'prices', 'are', 'about', '9', 'for', 'an', 'entree', 'for', 'dinner', 'and', 'even', 'less', 'for', 'aspect', 'term']"
2263,['prices'],0,"['and', 'you', ""can't"", 'beat', 'the', 'aspect', 'term']"
2264,['cuisine'],0,"['should', 'you', 'happen', 'to', 'be', 'impressed', 'by', 'the', 'aspect', 'term', 'definitely', 'try', 'it']"
2265,"['black', 'cod', 'with', 'yuzu', 'sauce']",0,"['i', 'had', 'the', 'aspect', 'term', 'which', 'was', 'wonderful']"
2266,['prices'],2,"['aspect', 'term', 'too', 'high', 'for', 'this', 'cramped', 'and', 'unappealing', 'resturant']"
2267,['spot'],0,"['total', 'hipster', 'wannabe', 'attitude', 'in', 'an', 'otherwise', 'sweet', 'aspect', 'term']"
2268,['wait'],2,"['yes', 'there', 'might', 'be', 'a', 'aspect', 'term', 'if', 'you', 'have', 'no', 'reservations']"
2269,['reservations'],1,"['yes', 'there', 'might', 'be', 'a', 'wait', 'if', 'you', 'have', 'no', 'aspect', 'term']"
2270,['bread'],2,"['everything', 'from', 'the', 'soft', 'aspect', 'term', 'soggy', 'salad', 'and', '50', 'minute', 'wait', 'time', 'with', 'an', 'incredibly', 'rude', 'service', 'to', 'deliver', 'below', 'average', 'food']"
2271,['salad'],2,"['everything', 'from', 'the', 'soft', 'bread', 'soggy', 'aspect', 'term', 'and', '50', 'minute', 'wait', 'time', 'with', 'an', 'incredibly', 'rude', 'service', 'to', 'deliver', 'below', 'average', 'food']"
2272,['service'],2,"['everything', 'from', 'the', 'soft', 'bread', 'soggy', 'salad', 'and', '50', 'minute', 'wait', 'time', 'with', 'an', 'incredibly', 'rude', 'aspect', 'term', 'to', 'deliver', 'below', 'average', 'food']"
2273,['food'],2,"['everything', 'from', 'the', 'soft', 'bread', 'soggy', 'salad', 'and', '50', 'minute', 'wait', 'time', 'with', 'an', 'incredibly', 'rude', 'service', 'to', 'deliver', 'below', 'average', 'aspect', 'term']"
2274,['wait'],2,"['everything', 'from', 'the', 'soft', 'bread', 'soggy', 'salad', 'and', '50', 'minute', 'aspect', 'term', 'time', 'with', 'an', 'incredibly', 'rude', 'service', 'to', 'deliver', 'below', 'average', 'food']"
